t_ms,x_mm,y_mm,theta_rad,lap
32120,2359.8,-2804.85,-3.0128,3
32130,2339.05,-2807.6,-2.9925,3
32140,2317.94,-2810.68,-2.9694,3
32150,2296.72,-2814.29,-2.9417,3
32160,2276.22,-2818.55,-2.9077,3
32170,2256.15,-2823.88,-2.8596,3
32180,2236.04,-2830.49,-2.8129,3
32190,2215.97,-2838.49,-2.765,3
32200,2196.66,-2847.55,-2.7187,3
32210,2178.4,-2857.34,-2.6754,3
32220,2161.16,-2867.71,-2.6298,3
32230,2143.91,-2878.88,-2.5958,3
32240,2126.55,-2890.69,-2.5676,3
32250,2109.02,-2902.96,-2.5445,3
32260,2091.28,-2915.54,-2.5242,3
32270,2074.1,-2927.92,-2.504,3
32280,2057.61,-2940.23,-2.4761,3
32290,2041.03,-2953.14,-2.4491,3
32300,2024.57,-2966.87,-2.4159,3
32310,2008.43,-2981.57,-2.3776,3
32320,1993.34,-2996.85,-2.3352,3
32330,1979.66,-3012.63,-2.2831,3
32340,1967.35,-3028.76,-2.2344,3
32350,1955.77,-3045.94,-2.1878,3
32360,1944.8,-3064.02,-2.1466,3
32370,1934.59,-3082.25,-2.1122,3
32380,1925.09,-3100.19,-2.0836,3
32390,1915.77,-3118.7,-2.0542,3
32400,1906.4,-3137.65,-2.0333,3
32410,1896.96,-3157.03,-2.0132,3
32420,1887.81,-3176.34,-1.9918,3
32430,1879.24,-3195.27,-1.9664,3
32440,1871.57,-3213.95,-1.9285,3
32450,1864.56,-3233.34,-1.8904,3
32460,1858.46,-3253.48,-1.8467,3
32470,1853.47,-3274.34,-1.8004,3
32480,1849.73,-3295.43,-1.7538,3
32490,1847.29,-3316.15,-1.7084,3
32500,1846.05,-3336.34,-1.6594,3
32510,1845.65,-3357.02,-1.6209,3
32520,1845.85,-3378.13,-1.589,3
32530,1846.45,-3399.65,-1.5632,3
32540,1847.27,-3421.23,-1.5412,3
32550,1848.28,-3442.24,-1.5162,3
32560,1849.47,-3462.63,-1.4948,3
32570,1850.98,-3483.44,-1.471,3
32580,1853.1,-3505.05,-1.4419,3
32590,1855.95,-3526.2,-1.4078,3
32600,1859.68,-3546.62,-1.3684,3
32610,1864.55,-3566.17,-1.3171,3
32620,1870.79,-3585.78,-1.2673,3
32630,1878.38,-3605.37,-1.2185,3
32640,1887.18,-3624.9,-1.174,3
32650,1896.61,-3643.6,-1.1355,3
32660,1906.37,-3661.43,-1.0999,3
32670,1916.73,-3679.42,-1.0708,3
32680,1927.48,-3697.68,-1.0493,3
32690,1938.55,-3716.22,-1.0298,3
32700,1949.76,-3734.73,-1.0101,3
32710,1960.9,-3752.59,-0.9873,3
32720,1972.25,-3769.61,-0.9513,3
32730,1984.51,-3786.52,-0.9137,3
32740,1998.04,-3803.35,-0.8711,3
32750,2012.33,-3819.18,-0.8255,3
32760,2027.12,-3833.72,-0.778,3
32770,2042.37,-3846.85,-0.7255,3
32780,2058.69,-3859.4,-0.6799,3
32790,2075.92,-3871.42,-0.6402,3
32800,2093.87,-3883.07,-0.6062,3
32810,2112.23,-3894.45,-0.5782,3
32820,2130.19,-3905.34,-0.5549,3
32830,2147.78,-3915.68,-0.5267,3
32840,2166.23,-3926.28,-0.502,3
32850,2185.23,-3936.7,-0.4718,3
32860,2204.38,-3946.31,-0.4334,3
32870,2223.53,-3954.53,-0.3806,3
32880,2243.03,-3961.35,-0.3255,3
32890,2263.39,-3966.79,-0.2666,3
32900,2284.52,-3970.79,-0.2084,3
32910,2305.6,-3973.45,-0.156,3
32920,2326.74,-3975.09,-0.1067,3
32930,2348.32,-3976.2,-0.0717,3
32940,2369.75,-3977.06,-0.0429,3
32950,2390.58,-3977.7,-0.0145,3
32960,2411.26,-3977.77,0.0252,3
32970,2432.36,-3976.97,0.0692,3
32980,2454.17,-3974.72,0.1246,3
32990,2476.08,-3970.66,0.1886,3
33000,2498.41,-3964.93,0.2367,3
33010,2520.86,-3958.22,0.2623,3
33020,2543.92,-3950.89,0.2768,3
33030,2567.36,-3943.63,0.2791,3
33040,2591.72,-3936.96,0.264,3
33050,2616.65,-3931.17,0.2446,3
33060,2642.51,-3926.43,0.2102,3
33070,2668.84,-3922.39,0.1828,3
33080,2695.82,-3918.43,0.167,3
33090,2723.09,-3914.16,0.159,3
33100,2750.85,-3908.94,0.1718,3
33110,2778.76,-3902.89,0.1852,3
33120,2807.36,-3897.15,0.1671,3
33130,2836.41,-3892.7,0.1306,3
33140,2865.66,-3890.05,0.0859,3
33150,2895.04,-3889.3,0.0396,3
33160,2925.03,-3889.54,0.0204,3
33170,2955.33,-3889.93,0.0178,3
33180,2985.91,-3890.4,0.0058,3
33190,3016.49,-3890.55,-0.0017,3
33200,3047.05,-3890.29,-0.0079,3
33210,3077.65,-3890.01,-0.0203,3
33220,3108.2,-3889.71,-0.0208,3
33230,3138.34,-3890.01,-0.0305,3
33240,3167.57,-3892.01,-0.0721,3
33250,3196.61,-3895.81,-0.1158,3
33260,3225.41,-3901.09,-0.154,3
33270,3254.06,-3907.31,-0.1827,3
33280,3283.01,-3913.55,-0.1864,3
33290,3312.4,-3919.11,-0.1736,3
33300,3342.45,-3924.0,-0.1643,3
33310,3372.14,-3928.57,-0.1705,3
33320,3401.8,-3933.14,-0.181,3
33330,3431.41,-3938.13,-0.1979,3
33340,3460.88,-3943.9,-0.2214,3
33350,3490.13,-3950.7,-0.2463,3
33360,3519.76,-3958.41,-0.2592,3
33370,3549.46,-3966.98,-0.2727,3
33380,3578.76,-3976.42,-0.2914,3
33390,3607.37,-3986.67,-0.3158,3
33400,3635.73,-3997.55,-0.335,3
33410,3663.97,-4008.8,-0.349,3
33420,3692.13,-4020.13,-0.3584,3
33430,3720.29,-4031.38,-0.3644,3
33440,3748.12,-4042.26,-0.3684,3
33450,3775.82,-4052.37,-0.3579,3
33460,3803.33,-4061.76,-0.347,3
33470,3830.58,-4070.57,-0.339,3
33480,3857.42,-4079.27,-0.3445,3
33490,3883.69,-4088.24,-0.3596,3
33500,3909.74,-4097.82,-0.3794,3
33510,3935.04,-4108.06,-0.4036,3
33520,3959.52,-4119.06,-0.4312,3
33530,3983.09,-4130.88,-0.4604,3
33540,4005.79,-4143.39,-0.4882,3
33550,4027.85,-4156.05,-0.4973,3
33560,4049.32,-4168.72,-0.5029,3
33570,4070.32,-4181.17,-0.5039,3
33580,4091.06,-4193.09,-0.4939,3
33590,4111.59,-4204.29,-0.4791,3
33600,4131.95,-4214.7,-0.462,3
33610,4152.09,-4224.25,-0.4436,3
33620,4172.51,-4233.18,-0.4248,3
33630,4192.65,-4241.35,-0.4075,3
33640,4212.62,-4248.39,-0.3685,3
33650,4232.27,-4254.52,-0.3335,3
33660,4251.47,-4259.93,-0.3035,3
33670,4270.16,-4264.83,-0.2779,3
33680,4288.27,-4269.37,-0.2555,3
33690,4305.77,-4273.54,-0.2326,3
33700,4322.68,-4277.15,-0.1961,3
33710,4340.14,-4280.66,-0.1747,3
33720,4358.15,-4283.93,-0.1507,3
33730,4376.36,-4286.74,-0.1229,3
33740,4393.97,-4288.85,-0.0902,3
33750,4411.65,-4290.2,-0.0519,3
33760,4428.69,-4290.25,0.0094,3
33770,4446.19,-4289.36,0.0536,3
33780,4464.13,-4287.42,0.098,3
33790,4482.41,-4284.41,0.1416,3
33800,4500.98,-4280.44,0.1826,3
33810,4519.17,-4275.68,0.2249,3
33820,4536.5,-4270.39,0.267,3
33830,4554.2,-4264.63,0.2913,3
33840,4572.25,-4258.52,0.3119,3
33850,4589.83,-4252.39,0.3305,3
33860,4606.73,-4246.39,0.3489,3
33870,4623.56,-4240.17,0.3727,3
33880,4639.54,-4233.7,0.4116,3
33890,4655.85,-4226.66,0.4398,3
33900,4672.33,-4218.86,0.4725,3
33910,4688.9,-4210.13,0.5104,3
33920,4705.41,-4200.3,0.5532,3
33930,4720.99,-4189.47,0.6116,3
33940,4735.6,-4177.77,0.6661,3
33950,4749.86,-4164.91,0.7128,3
33960,4763.44,-4151.34,0.7566,3
33970,4775.98,-4137.69,0.7957,3
33980,4787.58,-4124.14,0.8355,3
33990,4798.32,-4110.78,0.8767,3
34000,4809.52,-4096.51,0.9016,3
34010,4820.87,-4081.74,0.9261,3
34020,4832.14,-4066.61,0.9536,3
34030,4842.34,-4051.55,1.0064,3
34040,4852.11,-4035.64,1.0498,3
34050,4861.14,-4018.71,1.1022,3
34060,4868.65,-4001.74,1.1615,3
34070,4874.48,-3984.87,1.2281,3
34080,4878.77,-3967.76,1.3017,3
34090,4882.1,-3949.92,1.3553,3
34100,4884.73,-3931.47,1.4,3
34110,4886.84,-3913.36,1.4383,3
34120,4888.69,-3894.74,1.473,3
34130,4890.55,-3875.64,1.4923,3
34140,4892.17,-3855.62,1.5186,3
34150,4893.09,-3835.11,1.5561,3
34160,4893.5,-3813.74,1.571,3
34170,4893.12,-3791.97,1.5895,3
34180,4891.74,-3769.43,1.6139,3
34190,4889.21,-3746.59,1.6505,3
34200,4886.04,-3723.07,1.6752,3
34210,4882.8,-3698.83,1.6873,3
34220,4880.09,-3674.14,1.683,3
34230,4878.24,-3648.69,1.6649,3
34240,4876.85,-3622.85,1.6553,3
34250,4874.75,-3596.39,1.6772,3
34260,4871.18,-3569.75,1.7175,3
34270,4865.73,-3542.77,1.764,3
34280,4858.47,-3515.53,1.8072,3
34290,4850.69,-3488.12,1.8157,3
34300,4843.09,-3460.02,1.8096,3
34310,4836.14,-3431.45,1.8014,3
34320,4829.52,-3402.18,1.8052,3
34330,4823.03,-3372.59,1.814,3
34340,4815.93,-3342.54,1.8339,3
34350,4807.84,-3312.16,1.8536,3
34360,4798.6,-3281.83,1.8713,3
34370,4788.32,-3252.28,1.8909,3
34380,4776.73,-3223.63,1.9269,3
34390,4764.29,-3195.37,1.9548,3
34400,4751.73,-3167.18,1.9701,3
34410,4739.43,-3138.53,1.9755,3
34420,4728.15,-3109.18,1.9563,3
34430,4717.35,-3079.03,1.9447,3
34440,4706.37,-3049.61,1.9569,3
34450,4693.91,-3020.79,1.9955,3
34460,4679.54,-2992.89,2.0415,3
34470,4663.47,-2965.91,2.0853,3
34480,4646.44,-2938.86,2.1016,3
34490,4629.92,-2912.09,2.0969,3
34500,4614.38,-2885.19,2.0842,3
34510,4599.44,-2858.46,2.0903,3
34520,4584.65,-2831.62,2.1009,3
34530,4569.39,-2805.03,2.123,3
34540,4552.95,-2778.48,2.148,3
34550,4535.41,-2752.32,2.1661,3
34560,4516.72,-2726.72,2.1861,3
34570,4496.96,-2702.41,2.2243,3
34580,4476.55,-2678.68,2.2511,3
34590,4456.09,-2655.0,2.2648,3
34600,4435.9,-2630.72,2.2655,3
34610,4416.31,-2605.24,2.2466,3
34620,4397.09,-2579.14,2.2361,3
34630,4377.71,-2554.13,2.2585,3
34640,4357.01,-2530.21,2.298,3
34650,4334.78,-2507.72,2.3437,3
34660,4311.05,-2486.38,2.385,3
34670,4286.8,-2465.2,2.3922,3
34680,4262.77,-2443.68,2.3862,3
34690,4239.4,-2422.03,2.3859,3
34700,4216.68,-2400.29,2.3907,3
34710,4194.08,-2378.43,2.4006,3
34720,4171.08,-2356.97,2.4218,3
34730,4147.21,-2335.61,2.4341,3
34740,4122.36,-2314.97,2.4522,3
34750,4097.08,-2296.03,2.4826,3
34760,4070.99,-2278.5,2.5209,3
34770,4044.44,-2261.69,2.5474,3
34780,4017.88,-2244.91,2.5609,3
34790,3991.62,-2227.13,2.5489,3
34800,3965.63,-2208.01,2.5295,3
34810,3939.92,-2188.81,2.5313,3
34820,3913.86,-2170.82,2.5632,3
34830,3886.75,-2154.44,2.6065,3
34840,3858.59,-2139.96,2.6532,3
34850,3829.41,-2126.21,2.6734,3
34860,3800.6,-2112.82,2.6759,3
34870,3772.29,-2099.33,2.678,3
34880,3744.55,-2085.62,2.6847,3
34890,3716.97,-2071.57,2.6925,3
34900,3689.27,-2057.75,2.7108,3
34910,3660.88,-2044.07,2.718,3
34920,3631.46,-2031.26,2.7387,3
34930,3600.71,-2020.33,2.7852,3
34940,3569.17,-2011.0,2.8246,3
34950,3536.92,-2002.28,2.8489,3
34960,3504.38,-1992.65,2.8407,3
34970,3473.03,-1981.73,2.8174,3
34980,3442.13,-1970.67,2.8257,3
34990,3410.98,-1960.34,2.8513,3
35000,3379.25,-1951.88,2.8948,3
35010,3346.6,-1945.09,2.926,3
35020,3313.17,-1939.5,2.9472,3
35030,3279.67,-1934.83,2.9742,3
35040,3246.24,-1929.83,2.9829,3
35050,3212.69,-1923.94,2.9827,3
35060,3178.8,-1916.89,2.9672,3
35070,3144.31,-1910.41,2.9814,3
35080,3108.99,-1906.06,3.0217,3
35090,3072.96,-1904.07,3.0642,3
35100,3036.39,-1902.94,3.0796,3
35110,2999.15,-1900.73,3.0655,3
35120,2961.64,-1896.49,3.0387,3
35130,2923.84,-1890.71,3.0193,3
35140,2885.57,-1885.0,3.0209,3
35150,2846.65,-1880.82,3.0418,3
35160,2807.1,-1878.58,3.067,3
35170,2767.05,-1877.36,3.0799,3
35180,2726.6,-1875.54,3.0729,3
35190,2685.84,-1871.93,3.051,3
35200,2644.86,-1866.38,3.028,3
35210,2603.58,-1859.9,3.0175,3
35220,2561.98,-1854.11,3.0262,3
35230,2519.77,-1850.19,3.0491,3
35240,2477.19,-1848.62,3.082,3
35250,2434.72,-1848.22,3.1011,3
35260,2392.86,-1847.41,3.1011,3
35270,2351.69,-1844.86,3.0809,3
35280,2311.25,-1840.58,3.0595,3
35290,2271.48,-1835.71,3.0511,3
35300,2232.26,-1831.67,3.0607,3
35310,2193.22,-1829.43,3.0833,3
35320,2154.74,-1829.41,3.1182,3
35330,2116.61,-1830.83,3.1474,3
35340,2078.5,-1832.2,3.1572,3
35350,2040.13,-1832.15,3.1438,3
35360,2001.32,-1830.45,3.1225,3
35370,1962.43,-1828.24,3.1164,3
35380,1924.17,-1827.08,3.1293,3
35390,1886.55,-1827.76,3.1537,3
35400,1849.67,-1830.4,3.1858,3
35410,1812.91,-1834.11,3.2118,3
35420,1776.09,-1837.49,3.2185,3
35430,1738.73,-1839.58,3.207,3
35440,1700.82,-1840.3,3.1887,3
35450,1662.66,-1840.86,3.1866,3
35460,1624.09,-1842.61,3.202,3
35470,1585.2,-1846.29,3.2262,3
35480,1546.89,-1851.6,3.2509,3
35490,1509.03,-1857.74,3.2729,3
35500,1471.11,-1863.37,3.2766,3
35510,1432.81,-1867.8,3.2687,3
35520,1393.9,-1870.95,3.2517,3
35530,1354.54,-1874.16,3.252,3
35540,1315.75,-1878.69,3.2695,3
35550,1277.57,-1885.06,3.294,3
35560,1240.25,-1892.69,3.3133,3
35570,1203.73,-1900.83,3.3333,3
35580,1167.07,-1908.34,3.3356,3
35590,1130.2,-1914.81,3.3319,3
35600,1092.7,-1920.3,3.3177,3
35610,1054.78,-1926.16,3.3218,3
35620,1016.68,-1933.63,3.3419,3
35630,979.05,-1942.92,3.366,3
35640,942.31,-1953.02,3.3794,3
35650,905.97,-1963.39,3.3949,3
35660,869.45,-1972.96,3.3946,3
35670,832.46,-1981.62,3.3922,3
35680,794.82,-1989.65,3.3832,3
35690,757.08,-1998.31,3.3908,3
35700,719.34,-2008.69,3.4123,3
35710,682.03,-2020.81,3.4353,3
35720,645.58,-2033.52,3.4461,3
35730,609.75,-2046.01,3.4545,3
35740,573.64,-2057.61,3.4529,3
35750,537.25,-2068.35,3.4512,3
35760,500.3,-2078.8,3.4488,3
35770,463.13,-2090.11,3.4588,3
35780,426.06,-2103.24,3.4814,3
35790,389.76,-2117.9,3.5031,3
35800,354.3,-2132.96,3.5118,3
35810,319.36,-2147.52,3.5131,3
35820,284.42,-2161.21,3.5124,3
35830,249.17,-2174.08,3.5102,3
35840,213.83,-2186.75,3.5166,3
35850,178.11,-2199.78,3.5192,3
35860,142.59,-2213.99,3.5346,3
35870,107.29,-2229.83,3.5552,3
35880,72.25,-2247.0,3.5722,3
35890,37.73,-2264.49,3.5788,3
35900,3.58,-2281.28,3.5731,3
35910,-30.51,-2297.42,3.5732,3
35920,-64.93,-2312.8,3.5705,3
35930,-99.52,-2327.63,3.5706,3
35940,-133.8,-2342.36,3.5787,3
35950,-167.35,-2357.16,3.5853,3
35960,-200.23,-2372.55,3.5967,3
35970,-232.26,-2388.82,3.6127,3
35980,-263.15,-2405.79,3.6288,3
35990,-293.35,-2423.32,3.6405,3
36000,-323.05,-2440.93,3.6454,3
36010,-352.56,-2458.2,3.6426,3
36020,-382.07,-2474.72,3.6332,3
36030,-411.17,-2490.46,3.6322,3
36040,-440.19,-2505.51,3.63,3
36050,-469.05,-2520.02,3.6303,3
36060,-497.63,-2534.32,3.6361,3
36070,-525.65,-2548.8,3.6492,3
36080,-553.09,-2563.53,3.6576,3
36090,-579.44,-2578.57,3.6705,3
36100,-604.95,-2594.21,3.6861,3
36110,-629.67,-2610.34,3.7002,3
36120,-653.72,-2626.68,3.7097,3
36130,-677.36,-2642.9,3.7123,3
36140,-700.39,-2658.42,3.7075,3
36150,-723.4,-2673.15,3.6963,3
36160,-746.55,-2686.79,3.6738,3
36170,-769.8,-2699.29,3.6489,3
36180,-793.04,-2710.79,3.6273,3
36190,-816.08,-2721.61,3.6118,3
36200,-838.28,-2731.87,3.6035,3
36210,-860.07,-2741.78,3.5886,3
36220,-881.44,-2751.34,3.5689,3
36230,-902.81,-2760.84,3.5507,3
36240,-924.26,-2770.18,3.5303,3
36250,-945.88,-2779.15,3.5046,3
36260,-968.14,-2787.58,3.4723,3
36270,-990.6,-2794.91,3.4329,3
36280,-1013.45,-2800.92,3.3877,3
36290,-1036.62,-2805.48,3.3396,3
36300,-1060.03,-2808.6,3.292,3
36310,-1084.0,-2810.52,3.2497,3
36320,-1107.56,-2811.47,3.2131,3
36330,-1131.1,-2811.82,3.1839,3
36340,-1154.67,-2811.9,3.1613,3
36350,-1178.24,-2811.88,3.1427,3
36360,-1201.85,-2811.82,3.1256,3
36370,-1225.19,-2811.54,3.1041,3
36380,-1248.49,-2810.75,3.0768,3
36390,-1271.76,-2809.12,3.0423,3
36400,-1294.93,-2806.34,3.0006,3
36410,-1317.92,-2802.18,2.9541,3
36420,-1340.96,-2796.46,2.9051,3
36430,-1363.39,-2789.42,2.8578,3
36440,-1385.42,-2781.23,2.8155,3
36450,-1407.15,-2772.24,2.7804,3
36460,-1428.74,-2762.81,2.7543,3
36470,-1450.56,-2753.03,2.7334,3
36480,-1472.0,-2743.35,2.7155,3
36490,-1493.38,-2733.58,2.6971,3
36500,-1514.67,-2723.57,2.6749,3
36510,-1535.75,-2713.0,2.6462,3
36520,-1556.74,-2701.47,2.6108,3
36530,-1576.87,-2688.99,2.5679,3
36540,-1596.14,-2675.31,2.5204,3
36550,-1614.53,-2660.41,2.472,3
36560,-1632.03,-2644.44,2.4266,3
36570,-1648.71,-2627.77,2.3869,3
36580,-1664.59,-2610.78,2.3538,3
36590,-1680.17,-2593.52,2.3276,3
36600,-1695.59,-2576.13,2.3067,3
36610,-1710.98,-2558.66,2.288,3
36620,-1726.54,-2540.83,2.2696,3
36630,-1741.95,-2522.69,2.2461,3
36640,-1756.84,-2504.12,2.2154,3
36650,-1770.9,-2484.94,2.1769,3
36660,-1783.87,-2464.96,2.1325,3
36670,-1795.59,-2444.24,2.086,3
36680,-1805.75,-2423.31,2.0379,3
36690,-1814.73,-2401.85,1.9933,3
36700,-1822.77,-2380.03,1.9547,3
36710,-1830.18,-2357.95,1.9232,3
36720,-1837.35,-2335.41,1.8991,3
36730,-1844.43,-2312.78,1.8805,3
36740,-1851.48,-2290.14,1.8633,3
36750,-1858.36,-2267.47,1.8439,3
36760,-1864.87,-2244.68,1.8193,3
36770,-1870.69,-2221.64,1.7879,3
36780,-1875.27,-2198.9,1.7456,3
36790,-1878.41,-2175.91,1.6963,3
36800,-1879.96,-2152.78,1.6433,3
36810,-1879.94,-2129.54,1.591,3
36820,-1878.65,-2105.96,1.5458,3
36830,-1876.46,-2082.08,1.5096,3
36840,-1873.83,-2058.24,1.482,3
36850,-1871.08,-2034.39,1.4607,3
36860,-1868.29,-2010.51,1.4417,3
36870,-1865.3,-1987.48,1.4147,3
36880,-1861.56,-1964.55,1.3778,3
36890,-1856.55,-1941.86,1.329,3
36900,-1849.87,-1919.6,1.2704,3
36910,-1841.37,-1897.86,1.2087,3
36920,-1831.3,-1876.86,1.1499,3
36930,-1820.1,-1856.43,1.1014,3
36940,-1808.29,-1836.3,1.0649,3
36950,-1796.01,-1815.59,1.0455,3
36960,-1783.63,-1794.51,1.0304,3
36970,-1770.82,-1772.86,1.0114,3
36980,-1757.33,-1751.2,0.9831,3
36990,-1743.11,-1729.18,0.9716,3
37000,-1728.05,-1707.34,0.9568,3
37010,-1711.82,-1685.53,0.9382,3
37020,-1694.28,-1664.34,0.9032,3
37030,-1675.66,-1643.62,0.8697,3
37040,-1656.23,-1622.8,0.8473,3
37050,-1636.63,-1601.72,0.8349,3
37060,-1617.28,-1579.6,0.8457,3
37070,-1598.5,-1556.61,0.8625,3
37080,-1579.7,-1532.87,0.8706,3
37090,-1560.36,-1509.65,0.849,3
37100,-1540.08,-1487.83,0.8088,3
37110,-1518.44,-1467.38,0.7628,3
37120,-1495.55,-1448.25,0.7191,3
37130,-1471.99,-1429.5,0.7029,3
37140,-1448.54,-1410.62,0.7062,3
37150,-1425.94,-1391.4,0.7197,3
37160,-1404.37,-1372.32,0.7198,3
37170,-1382.93,-1353.09,0.7092,3
37180,-1361.29,-1334.07,0.6903,3
37190,-1339.01,-1315.79,0.659,3
37200,-1315.6,-1297.99,0.6358,3
37210,-1291.28,-1280.9,0.6167,3
37220,-1265.9,-1264.36,0.5994,3
37230,-1240.17,-1248.89,0.5718,3
37240,-1214.48,-1234.19,0.5478,3
37250,-1188.8,-1219.48,0.5345,3
37260,-1163.28,-1204.47,0.5269,3
37270,-1137.91,-1188.62,0.5365,3
37280,-1112.33,-1171.99,0.5454,3
37290,-1086.99,-1155.66,0.5433,3
37300,-1061.67,-1140.89,0.5125,3
37310,-1035.5,-1127.76,0.4673,3
37320,-1008.55,-1116.32,0.4223,3
37330,-981.06,-1106.15,0.3846,3
37340,-952.92,-1095.99,0.3764,3
37350,-924.8,-1085.01,0.3886,3
37360,-896.62,-1072.84,0.4071,3
37370,-869.03,-1060.25,0.4087,3
37380,-841.79,-1047.96,0.3934,3
37390,-814.21,-1036.44,0.3662,3
37400,-786.06,-1026.32,0.3277,3
37410,-757.2,-1017.44,0.2997,3
37420,-727.74,-1009.53,0.282,3
37430,-698.65,-1002.38,0.2711,3
37440,-669.88,-995.79,0.2548,3
37450,-641.49,-989.48,0.2385,3
37460,-613.18,-982.91,0.2291,3
37470,-584.89,-976.08,0.2201,3
37480,-556.41,-968.81,0.2199,3
37490,0.0,0.0,0.2202,4
37500,29.44,7.18,0.2147,4
37510,59.03,11.73,0.1671,4
37520,88.43,14.52,0.1239,4
37530,117.88,16.37,0.0932,4
37540,147.34,18.08,0.0761,4
37550,177.31,20.79,0.0865,4
37560,207.42,24.69,0.1062,4
37570,237.06,28.99,0.1129,4
37580,266.03,31.79,0.0728,4
37590,295.1,32.47,0.0199,4
37600,324.16,30.9,-0.0356,4
37610,353.75,28.24,-0.0587,4
37620,383.67,25.87,-0.0535,4
37630,414.21,24.53,-0.0376,4
37640,445.36,24.14,-0.0304,4
37650,477.37,24.04,-0.0339,4
37660,509.92,23.07,-0.0547,4
37670,542.93,20.68,-0.0763,4
37680,576.3,16.62,-0.1003,4
37690,610.11,11.78,-0.1111,4
37700,644.5,7.54,-0.101,4
37710,679.55,4.98,-0.0762,4
37720,715.22,4.0,-0.0536,4
37730,751.39,3.32,-0.0493,4
37740,787.98,1.34,-0.0668,4
37750,824.88,-2.67,-0.0938,4
37760,862.12,-7.95,-0.1101,4
37770,899.88,-12.81,-0.1036,4
37780,938.31,-15.84,-0.079,4
37790,977.5,-17.02,-0.0546,4
37800,1017.19,-17.74,-0.0485,4
37810,1057.25,-19.81,-0.0653,4
37820,1097.56,-24.09,-0.0923,4
37830,1138.16,-29.82,-0.1095,4
37840,1179.23,-35.14,-0.104,4
37850,1220.92,-38.51,-0.0798,4
37860,1263.17,-39.83,-0.055,4
37870,1305.77,-40.56,-0.0479,4
37880,1348.32,-42.63,-0.0638,4
37890,1390.7,-47.01,-0.0908,4
37900,1432.91,-52.89,-0.1088,4
37910,1475.14,-58.41,-0.1043,4
37920,1517.57,-61.92,-0.0807,4
37930,1560.13,-63.3,-0.0555,4
37940,1602.74,-63.99,-0.0474,4
37950,1645.3,-65.94,-0.0624,4
37960,1687.68,-70.22,-0.0893,4
37970,1729.88,-76.07,-0.1081,4
37980,1772.12,-81.63,-0.1046,4
37990,1814.55,-85.24,-0.0815,4
38000,1857.11,-86.7,-0.0559,4
38010,1899.71,-87.36,-0.0468,4
38020,1942.27,-89.23,-0.0609,4
38030,1984.67,-93.37,-0.0878,4
38040,2026.87,-99.17,-0.1073,4
38050,2069.1,-104.79,-0.1049,4
38060,2111.52,-108.49,-0.0824,4
38070,2154.09,-109.99,-0.0564,4
38080,2196.69,-110.62,-0.0463,4
38090,2239.25,-112.39,-0.0595,4
38100,2281.65,-116.42,-0.0862,4
38110,2323.87,-122.16,-0.1064,4
38120,2366.13,-127.81,-0.1051,4
38130,2408.55,-131.6,-0.0832,4
38140,2451.13,-133.16,-0.057,4
38150,2493.74,-133.79,-0.0459,4
38160,2536.29,-135.44,-0.0582,4
38170,2578.7,-139.38,-0.0847,4
38180,2620.93,-145.06,-0.1056,4
38190,2663.15,-150.73,-0.1053,4
38200,2705.55,-154.6,-0.0841,4
38210,2748.13,-156.22,-0.0576,4
38220,2790.72,-156.83,-0.0455,4
38230,2833.27,-158.39,-0.0569,4
38240,2875.7,-162.19,-0.0831,4
38250,2917.92,-167.82,-0.1047,4
38260,2960.13,-173.53,-0.1055,4
38270,3002.54,-177.49,-0.0849,4
38280,3045.1,-179.19,-0.0582,4
38290,3087.69,-179.78,-0.0452,4
38300,3130.26,-181.27,-0.0556,4
38310,3172.7,-184.94,-0.0815,4
38320,3214.95,-190.51,-0.1037,4
38330,3257.18,-196.23,-0.1056,4
38340,3299.58,-200.28,-0.0857,4
38350,3342.13,-202.04,-0.0588,4
38360,3384.74,-202.61,-0.0449,4
38370,3427.33,-203.99,-0.0543,4
38380,3469.78,-207.55,-0.0799,4
38390,3512.04,-213.06,-0.1027,4
38400,3554.25,-218.79,-0.1057,4
38410,3596.65,-222.91,-0.0865,4
38420,3639.2,-224.74,-0.0595,4
38430,3681.8,-225.33,-0.0447,4
38440,3724.39,-226.64,-0.0531,4
38450,3766.84,-230.09,-0.0783,4
38460,3809.11,-235.51,-0.1017,4
38470,3851.32,-241.27,-0.1056,4
38480,3893.71,-245.49,-0.0873,4
38490,3936.27,-247.4,-0.0602,4
38500,3978.88,-247.97,-0.0445,4
38510,4021.47,-249.17,-0.0519,4
38520,4063.96,-252.5,-0.0767,4
38530,4106.22,-257.85,-0.1006,4
38540,4148.43,-263.62,-0.1056,4
38550,4190.82,-267.91,-0.0881,4
38560,4233.36,-269.89,-0.0609,4
38570,4275.96,-270.48,-0.0444,4
38580,4318.55,-271.59,-0.0507,4
38590,4361.02,-274.8,-0.0752,4
38600,4403.31,-280.07,-0.0995,4
38610,4445.51,-285.86,-0.1056,4
38620,4487.86,-290.24,-0.0888,4
38630,4530.39,-292.32,-0.0617,4
38640,4573.0,-292.91,-0.0443,4
38650,4615.6,-293.95,-0.0496,4
38660,4658.08,-297.03,-0.0736,4
38670,4700.37,-302.24,-0.0984,4
38680,4742.58,-308.03,-0.1055,4
38690,4784.93,-312.47,-0.0896,4
38700,4827.45,-314.62,-0.0624,4
38710,4870.04,-315.23,-0.0443,4
38720,4912.64,-316.2,-0.0485,4
