t_ms,x_mm,y_mm,theta_rad,lap
0,0.0,0.0,0.0001,1
10,29.91,-1.31,-0.0289,1
20,59.27,-4.28,-0.072,1
30,88.52,-8.19,-0.1028,1
40,117.75,-12.22,-0.1199,1
50,147.69,-15.41,-0.1094,1
60,177.98,-17.43,-0.0898,1
70,207.89,-18.97,-0.0831,1
80,236.85,-21.87,-0.1231,1
90,265.5,-26.87,-0.1761,1
100,293.71,-34.08,-0.2315,1
110,322.23,-42.45,-0.2546,1
120,351.11,-50.59,-0.2494,1
130,380.82,-57.85,-0.2336,1
140,411.3,-64.29,-0.2264,1
150,442.69,-70.61,-0.2299,1
160,474.42,-77.88,-0.2506,1
170,506.32,-86.67,-0.2722,1
180,538.28,-97.14,-0.2963,1
190,570.5,-108.48,-0.3071,1
200,603.43,-119.32,-0.297,1
210,637.33,-128.66,-0.2722,1
220,672.11,-136.58,-0.2496,1
230,707.46,-144.28,-0.2452,1
240,742.97,-153.34,-0.2627,1
250,778.4,-164.45,-0.2897,1
260,813.89,-176.89,-0.3061,1
270,849.98,-189.0,-0.2995,1
280,887.07,-199.43,-0.2749,1
290,925.28,-208.21,-0.2505,1
300,964.07,-216.65,-0.2445,1
310,1002.96,-226.46,-0.2612,1
320,1041.68,-238.52,-0.2882,1
330,1080.37,-252.04,-0.3054,1
340,1119.62,-265.27,-0.2999,1
350,1159.86,-276.68,-0.2757,1
360,1201.05,-286.17,-0.2509,1
370,1242.71,-295.19,-0.2438,1
380,1284.02,-305.51,-0.2597,1
390,1324.73,-318.05,-0.2868,1
400,1364.97,-332.06,-0.3047,1
410,1405.32,-345.71,-0.3003,1
420,1446.26,-357.43,-0.2766,1
430,1487.76,-367.09,-0.2514,1
440,1529.39,-376.05,-0.2433,1
450,1570.73,-386.27,-0.2583,1
460,1611.46,-398.68,-0.2853,1
470,1651.72,-412.65,-0.304,1
480,1692.07,-426.35,-0.3006,1
490,1732.99,-438.14,-0.2775,1
500,1774.47,-447.84,-0.2519,1
510,1816.13,-456.79,-0.2428,1
520,1857.52,-466.9,-0.2569,1
530,1898.28,-479.24,-0.2837,1
540,1938.57,-493.16,-0.3033,1
550,1978.91,-506.89,-0.3009,1
560,2019.82,-518.78,-0.2784,1
570,2061.28,-528.54,-0.2524,1
580,2102.95,-537.48,-0.2423,1
590,2144.35,-547.49,-0.2555,1
600,2185.16,-559.71,-0.2822,1
610,2225.44,-573.58,-0.3024,1
620,2265.76,-587.34,-0.3011,1
630,2306.61,-599.33,-0.2793,1
640,2348.05,-609.14,-0.253,1
650,2389.72,-618.06,-0.2419,1
660,2431.15,-627.99,-0.2542,1
670,2471.97,-640.08,-0.2807,1
680,2512.28,-653.88,-0.3016,1
690,2552.6,-667.7,-0.3013,1
700,2593.46,-679.76,-0.2801,1
710,2634.89,-689.64,-0.2536,1
720,2676.57,-698.53,-0.2415,1
730,2718.01,-708.36,-0.2529,1
740,2758.88,-720.35,-0.2791,1
750,2799.21,-734.1,-0.3007,1
760,2839.52,-747.92,-0.3015,1
770,2880.34,-760.08,-0.2809,1
780,2921.75,-770.03,-0.2542,1
790,2963.43,-778.92,-0.2412,1
800,3004.91,-788.67,-0.2516,1
810,3045.8,-800.55,-0.2775,1
820,3086.15,-814.26,-0.2997,1
830,3126.46,-828.1,-0.3015,1
840,3167.25,-840.33,-0.2817,1
850,3208.65,-850.35,-0.2548,1
860,3250.33,-859.22,-0.2409,1
870,3291.81,-868.87,-0.2503,1
880,3332.74,-880.63,-0.2759,1
890,3373.1,-894.25,-0.2987,1
900,3413.38,-908.11,-0.3016,1
910,3454.16,-920.42,-0.2825,1
920,3495.53,-930.49,-0.2554,1
930,3537.22,-939.35,-0.2406,1
940,3578.73,-948.92,-0.249,1
950,3619.69,-960.57,-0.2743,1
960,3660.08,-974.13,-0.2976,1
970,3700.36,-988.0,-0.3016,1
980,3741.11,-1000.38,-0.2832,1
990,3782.48,-1010.56,-0.2561,1
1000,3824.15,-1019.42,-0.2405,1
1010,3865.68,-1028.89,-0.2478,1
1020,3906.68,-1040.41,-0.2727,1
1030,3947.1,-1053.9,-0.2966,1
1040,3987.38,-1067.8,-0.3016,1
1050,4028.11,-1080.26,-0.284,1
1060,4069.47,-1090.5,-0.2569,1
1070,4111.14,-1099.34,-0.2403,1
1080,4152.7,-1108.74,-0.2467,1
1090,4193.71,-1120.15,-0.2711,1
1100,4234.14,-1133.55,-0.2955,1
1110,4274.42,-1147.45,-0.3015,1
1120,4315.15,-1159.98,-0.2848,1
1130,4356.48,-1170.31,-0.2576,1
1140,4398.15,-1179.19,-0.2403,1
1150,4439.72,-1188.5,-0.2456,1
1160,4480.79,-1199.81,-0.2696,1
1170,4521.26,-1213.14,-0.2944,1
1180,4561.54,-1227.06,-0.3014,1
1190,4602.22,-1239.68,-0.2855,1
1200,4643.54,-1250.08,-0.2584,1
1210,4685.2,-1258.98,-0.2403,1
1220,4726.78,-1268.22,-0.2445,1
1230,4767.87,-1279.42,-0.268,1
1240,4808.36,-1292.68,-0.2931,1
1250,4848.65,-1306.56,-0.3013,1
1260,4889.31,-1319.24,-0.2862,1
1270,4930.59,-1329.71,-0.2592,1
1280,4972.25,-1338.62,-0.2402,1
1290,5013.86,-1347.78,-0.2434,1
1300,5054.98,-1358.85,-0.2664,1
1310,5095.49,-1372.02,-0.2919,1
1320,5135.77,-1385.93,-0.301,1
1330,5176.42,-1398.69,-0.2869,1
1340,5217.68,-1409.23,-0.26,1
1350,5259.35,-1418.16,-0.2403,1
1360,5300.97,-1427.27,-0.2424,1
1370,5342.12,-1438.23,-0.2648,1
1380,5382.66,-1451.32,-0.2906,1
1390,5422.95,-1465.2,-0.3007,1
1400,5463.58,-1478.02,-0.2875,1
1410,5504.82,-1488.66,-0.2608,1
1420,5546.48,-1497.61,-0.2403,1
1430,5588.09,-1506.65,-0.2414,1
1440,5629.27,-1517.48,-0.2631,1
1450,5669.85,-1530.46,-0.2893,1
1460,5710.14,-1544.33,-0.3004,1
1470,5750.73,-1557.24,-0.2886,1
1480,5791.93,-1568.08,-0.2631,1
1490,5833.56,-1577.17,-0.2418,1
1500,5875.22,-1586.01,-0.2388,1
1510,5916.57,-1596.21,-0.2552,1
1520,5957.37,-1608.45,-0.2799,1
1530,5997.73,-1622.11,-0.2975,1
1540,6038.07,-1635.8,-0.2978,1
1550,6078.83,-1648.14,-0.2813,1
1560,6120.12,-1658.57,-0.258,1
1570,6161.76,-1667.57,-0.2407,1
1580,6203.44,-1676.35,-0.2379,1
1590,6244.81,-1686.14,-0.2505,1
1600,6285.12,-1697.5,-0.2715,1
1610,6324.42,-1710.22,-0.2907,1
1620,6363.21,-1723.55,-0.2994,1
1630,6401.56,-1736.28,-0.2944,1
1640,6439.7,-1747.55,-0.2778,1
1650,6477.97,-1757.15,-0.2569,1
1660,6515.93,-1765.39,-0.2408,1
1670,6553.32,-1773.2,-0.2369,1
1680,6590.22,-1781.73,-0.2474,1
1690,6626.1,-1791.55,-0.2675,1
1700,6660.91,-1802.61,-0.2877,1
1710,6695.14,-1814.41,-0.301,1
1720,6728.65,-1826.15,-0.3095,1
1730,6761.7,-1837.0,-0.3054,1
1740,6794.72,-1846.77,-0.2962,1
1750,6827.3,-1855.42,-0.285,1
1760,6859.61,-1863.62,-0.2796,1
1770,6890.96,-1872.56,-0.3004,1
1780,6921.3,-1883.31,-0.3443,1
1790,6950.87,-1896.04,-0.3896,1
1800,6979.8,-1910.24,-0.4268,1
1810,7009.16,-1924.78,-0.4306,1
1820,7039.13,-1938.65,-0.4171,1
1830,7069.66,-1951.94,-0.4152,1
1840,7100.38,-1964.8,-0.4196,1
1850,7131.02,-1977.85,-0.4339,1
1860,7161.47,-1991.95,-0.4595,1
1870,7191.29,-2006.95,-0.4758,1
1880,7219.81,-2022.8,-0.4967,1
1890,7247.06,-2040.05,-0.537,1
1900,7273.72,-2058.16,-0.5655,1
1910,7300.29,-2076.43,-0.5801,1
1920,7327.43,-2094.3,-0.5793,1
1930,7355.73,-2111.41,-0.5595,1
1940,7384.45,-2127.88,-0.5501,1
1950,7412.21,-2144.62,-0.5728,1
1960,7439.12,-2162.65,-0.6087,1
1970,7464.86,-2182.36,-0.6517,1
1980,7489.75,-2203.53,-0.6848,1
1990,7514.34,-2225.37,-0.6952,1
2000,7538.32,-2246.76,-0.6994,1
2010,7562.08,-2267.79,-0.7098,1
2020,7586.17,-2288.43,-0.7142,1
2030,7610.49,-2308.81,-0.7211,1
2040,7635.09,-2329.31,-0.7262,1
2050,7659.84,-2350.4,-0.7316,1
2060,7683.59,-2372.02,-0.7479,1
2070,7705.42,-2394.52,-0.7898,1
2080,7725.92,-2418.23,-0.8311,1
2090,7745.6,-2442.62,-0.8608,1
2100,7765.29,-2467.37,-0.8754,1
2110,7786.03,-2491.59,-0.8577,1
2120,7807.68,-2514.97,-0.8379,1
2130,7829.49,-2537.66,-0.8339,1
2140,7850.53,-2560.52,-0.8571,1
2150,7870.48,-2584.33,-0.8935,1
2160,7888.82,-2609.37,-0.9388,1
2170,7906.08,-2635.54,-0.9688,1
2180,7923.02,-2662.6,-0.9801,1
2190,7940.03,-2689.56,-0.9786,1
2200,7956.9,-2716.11,-0.9896,1
2210,7974.17,-2742.4,-0.9946,1
2220,7991.76,-2768.5,-1.0018,1
2230,8009.4,-2794.9,-1.013,1
2240,8026.95,-2821.74,-1.0182,1
2250,8043.41,-2848.8,-1.0341,1
2260,8057.99,-2876.02,-1.0692,1
2270,8070.95,-2904.04,-1.111,1
2280,8082.9,-2932.52,-1.1423,1
2290,8094.54,-2961.1,-1.1603,1
2300,8107.27,-2989.82,-1.148,1
2310,8121.41,-3018.52,-1.128,1
2320,8136.25,-3046.91,-1.1173,1
2330,8150.33,-3075.23,-1.1394,1
2340,8163.1,-3104.16,-1.1749,1
2350,8174.04,-3133.82,-1.2188,1
2360,8183.4,-3164.3,-1.2544,1
2370,8192.21,-3195.55,-1.266,1
2380,8200.86,-3226.21,-1.2655,1
2390,8209.68,-3256.41,-1.2696,1
2400,8218.79,-3286.1,-1.2753,1
2410,8228.25,-3315.69,-1.2822,1
2420,8237.55,-3345.36,-1.2982,1
2430,8246.61,-3375.4,-1.3055,1
2440,8254.86,-3406.25,-1.321,1
2450,8261.53,-3437.11,-1.3492,1
2460,8266.29,-3467.93,-1.392,1
2470,8269.89,-3498.89,-1.4232,1
2480,8273.21,-3529.88,-1.4408,1
2490,8277.22,-3561.11,-1.436,1
2500,8282.5,-3592.43,-1.4164,1
2510,8288.66,-3623.45,-1.4017,1
2520,8294.39,-3654.16,-1.4174,1
2530,8298.75,-3684.66,-1.4516,1
2540,8301.22,-3715.36,-1.4955,1
2550,8301.61,-3746.18,-1.5419,1
2560,8301.12,-3777.57,-1.557,1
2570,8300.6,-3809.25,-1.5574,1
2580,8300.56,-3841.48,-1.5547,1
2590,8301.11,-3873.55,-1.559,1
2600,8302.04,-3905.61,-1.5656,1
2610,8302.61,-3937.74,-1.5842,1
2620,8302.57,-3969.78,-1.5954,1
2630,8301.24,-4001.02,-1.6158,1
2640,8298.09,-4031.32,-1.6547,1
2650,8293.32,-4061.41,-1.6969,1
2660,8287.96,-4091.4,-1.7223,1
2670,8283.06,-4121.75,-1.7247,1
2680,8279.53,-4152.88,-1.7017,1
2690,8276.74,-4184.65,-1.689,1
2700,8272.99,-4216.6,-1.7152,1
2710,8267.31,-4248.81,-1.7549,1
2720,8259.41,-4281.11,-1.7989,1
2730,8250.03,-4313.57,-1.8244,1
2740,8240.1,-4346.14,-1.8363,1
2750,8230.39,-4379.31,-1.8352,1
2760,8221.63,-4412.99,-1.8256,1
2770,8213.77,-4447.41,-1.8143,1
2780,8206.64,-4482.26,-1.8028,1
2790,8199.38,-4517.59,-1.8031,1
2800,8191.29,-4552.98,-1.8142,1
2810,8181.84,-4588.54,-1.8317,1
2820,8171.09,-4623.96,-1.8492,1
2830,8159.56,-4658.9,-1.861,1
2840,8147.95,-4693.5,-1.8638,1
2850,8136.88,-4727.87,-1.8573,1
2860,8126.94,-4761.88,-1.844,1
2870,8118.18,-4795.81,-1.8279,1
2880,8110.48,-4829.66,-1.8133,1
2890,8103.48,-4863.31,-1.8037,1
2900,8096.75,-4896.65,-1.8009,1
2910,8089.85,-4929.57,-1.8051,1
2920,8082.45,-4961.6,-1.8148,1
2930,8074.32,-4993.07,-1.8278,1
2940,8065.44,-5023.95,-1.8412,1
2950,8055.99,-5054.23,-1.8526,1
2960,8046.19,-5084.0,-1.8603,1
2970,8036.33,-5113.33,-1.8632,1
2980,8026.72,-5142.32,-1.8614,1
2990,8017.5,-5171.45,-1.8547,1
3000,8009.02,-5200.35,-1.8441,1
3010,8001.37,-5229.04,-1.8315,1
3020,7994.52,-5257.52,-1.8193,1
3030,7988.34,-5285.73,-1.809,1
3040,7982.63,-5313.58,-1.8022,1
3050,7977.12,-5341.03,-1.8001,1
3060,7971.51,-5368.01,-1.8034,1
3070,7965.59,-5394.44,-1.8113,1
3080,7959.19,-5420.29,-1.8221,1
3090,7952.29,-5445.53,-1.8342,1
3100,7944.96,-5470.13,-1.8461,1
3110,7937.17,-5494.1,-1.86,1
3120,7928.89,-5517.38,-1.8819,1
3130,7920.38,-5540.04,-1.8988,1
3140,7911.91,-5562.15,-1.9103,1
3150,7903.68,-5583.79,-1.9173,1
3160,7895.85,-5604.96,-1.9213,1
3170,7888.03,-5625.57,-1.9425,1
3180,7880.11,-5645.77,-1.9638,1
3190,7872.11,-5665.32,-1.9878,1
3200,7863.86,-5684.11,-2.0156,1
3210,7855.24,-5702.07,-2.0485,1
3220,7846.12,-5719.07,-2.0868,1
3230,7836.26,-5734.85,-2.1418,1
3240,7825.24,-5750.44,-2.186,1
3250,7813.1,-5765.77,-2.2296,1
3260,7799.91,-5780.77,-2.2703,1
3270,7786.49,-5794.73,-2.3077,1
3280,7773.01,-5807.67,-2.3448,1
3290,7758.71,-5820.44,-2.3839,1
3300,7743.85,-5833.24,-2.4082,1
3310,7728.53,-5846.21,-2.4287,1
3320,7713.35,-5858.87,-2.4474,1
3330,7698.08,-5871.42,-2.4668,1
3340,7683.05,-5883.25,-2.498,1
3350,7668.27,-5894.36,-2.5278,1
3360,7652.77,-5905.28,-2.5583,1
3370,7636.48,-5915.85,-2.5928,1
3380,7619.33,-5925.87,-2.6314,1
3390,7601.28,-5935.16,-2.6738,1
3400,7582.85,-5943.07,-2.7313,1
3410,7564.0,-5949.91,-2.7767,1
3420,7544.4,-5955.88,-2.8193,1
3430,7524.7,-5961.0,-2.8569,1
3440,7505.43,-5965.35,-2.8893,1
3450,7486.73,-5969.15,-2.9164,1
3460,7468.57,-5972.38,-2.9522,1
3470,7449.94,-5975.56,-2.9718,1
3480,7430.82,-5978.69,-2.9906,1
3490,7411.23,-5981.68,-3.011,1
3500,7391.43,-5984.37,-3.035,1
3510,7372.16,-5986.34,-3.0702,1
3520,7353.49,-5987.45,-3.1117,1
3530,7334.32,-5987.67,-3.151,1
3540,7314.71,-5986.86,-3.1928,1
3550,7295.06,-5984.96,-3.2357,1
3560,7276.2,-5982.1,-3.2786,1
3570,7258.19,-5978.13,-3.3338,1
3580,7239.92,-5973.25,-3.3727,1
3590,7221.38,-5967.6,-3.406,1
3600,7202.56,-5961.36,-3.4339,1
3610,7183.7,-5954.79,-3.4576,1
3620,7165.5,-5948.24,-3.4787,1
3630,7148.04,-5941.57,-3.5105,1
3640,7130.19,-5934.62,-3.5295,1
3650,7111.99,-5927.28,-3.5509,1
3660,7093.54,-5919.4,-3.5757,1
3670,7074.92,-5910.78,-3.6051,1
3680,7057.15,-5901.7,-3.6401,1
3690,7039.89,-5891.46,-3.6944,1
3700,7022.88,-5880.01,-3.7396,1
3710,7006.63,-5867.61,-3.7852,1
3720,6991.1,-5854.32,-3.8294,1
3730,6977.15,-5841.13,-3.8713,1
3740,6964.27,-5827.79,-3.9137,1
3750,6951.57,-5813.61,-3.9521,1
3760,6938.83,-5798.88,-3.9768,1
3770,6926.25,-5784.03,-3.9972,1
3780,6913.46,-5768.75,-4.0155,1
3790,6900.76,-5753.4,-4.0341,1
3800,6888.84,-5738.24,-4.0688,1
3810,6877.61,-5723.38,-4.0954,1
3820,6866.56,-5707.81,-4.1269,1
3830,6855.87,-5691.41,-4.1627,1
3840,6845.88,-5674.38,-4.2025,1
3850,6837.14,-5657.38,-4.2462,1
3860,6829.89,-5640.42,-4.3044,1
3870,6823.42,-5622.61,-4.3481,1
3880,6817.72,-5604.07,-4.3881,1
3890,6812.66,-5584.87,-4.4237,1
3900,6808.2,-5565.55,-4.4549,1
3910,6804.29,-5546.76,-4.4815,1
3920,6801.01,-5528.5,-4.5179,1
3930,6797.83,-5509.76,-4.5393,1
3940,6794.71,-5490.56,-4.5606,1
3950,6791.73,-5470.85,-4.5842,1
3960,6789.14,-5450.96,-4.6126,1
3970,6787.53,-5431.59,-4.6609,1
3980,6786.79,-5411.3,-4.7022,1
3990,6787.26,-5390.72,-4.7504,1
4000,6789.07,-5370.85,-4.8031,1
4010,6792.14,-5351.76,-4.8566,1
4020,6796.49,-5333.61,-4.9207,1
4030,6802.02,-5314.81,-4.9671,1
4040,6808.35,-5295.78,-5.0056,1
4050,6815.08,-5276.78,-5.0367,1
4060,6822.02,-5258.53,-5.0768,1
4070,6829.09,-5240.5,-5.1024,1
4080,6836.68,-5222.2,-5.1326,1
4090,6844.95,-5204.0,-5.1705,1
4100,6853.58,-5187.42,-5.2191,1
4110,6863.74,-5171.17,-5.2843,1
4120,6875.37,-5155.36,-5.3435,1
4130,6888.43,-5140.13,-5.4019,1
4140,6903.03,-5125.08,-5.4535,1
4150,6918.42,-5110.25,-5.4844,1
4160,6933.95,-5095.0,-5.4833,1
4170,6949.73,-5078.86,-5.4755,1
4180,6965.34,-5062.02,-5.4645,1
4190,6980.79,-5044.5,-5.4551,1
4200,6996.13,-5026.42,-5.4459,1
4210,7011.6,-5007.45,-5.4272,1
4220,7026.95,-4987.97,-5.404,1
4230,7042.46,-4968.13,-5.387,1
4240,7058.09,-4948.19,-5.3729,1
4250,7073.93,-4927.94,-5.3573,1
4260,7090.22,-4907.62,-5.3587,1
4270,7106.47,-4887.05,-5.3499,1
4280,7121.46,-4866.13,-5.3111,1
4290,7135.13,-4844.35,-5.2645,1
4300,7147.29,-4821.72,-5.2144,1
4310,7158.15,-4798.03,-5.1666,1
4320,7168.68,-4773.94,-5.1559,1
4330,7178.67,-4750.13,-5.1378,1
4340,7188.26,-4726.72,-5.1162,1
4350,7197.86,-4703.3,-5.0997,1
4360,7207.45,-4679.88,-5.0825,1
4370,7217.14,-4656.09,-5.0699,1
4380,7226.81,-4632.43,-5.0702,1
4390,7234.96,-4609.28,-5.0292,1
4400,7241.53,-4585.66,-4.9774,1
4410,7246.38,-4561.61,-4.9231,1
4420,7249.68,-4537.26,-4.8723,1
4430,7252.39,-4512.47,-4.8529,1
4440,7255.11,-4486.97,-4.8445,1
4450,7257.87,-4461.17,-4.8303,1
4460,7260.88,-4435.03,-4.8199,1
4470,7264.04,-4408.24,-4.8073,1
4480,7267.1,-4381.1,-4.7938,1
4490,7269.95,-4353.3,-4.7857,1
4500,7271.35,-4325.54,-4.7458,1
4510,7271.03,-4297.75,-4.7003,1
4520,7268.99,-4270.04,-4.6559,1
4530,7265.59,-4242.43,-4.6177,1
4540,7261.84,-4214.53,-4.6098,1
4550,7257.97,-4187.25,-4.597,1
4560,7254.09,-4160.03,-4.5839,1
4570,7250.38,-4132.78,-4.5744,1
4580,7246.79,-4105.5,-4.5646,1
4590,7243.09,-4078.22,-4.5513,1
4600,7239.37,-4050.29,-4.5482,1
4610,7235.25,-4022.1,-4.538,1
4620,7230.17,-3994.39,-4.5095,1
4630,7223.89,-3966.95,-4.4779,1
4640,7216.38,-3939.83,-4.4454,1
4650,7207.67,-3913.05,-4.4135,1
4660,7197.89,-3886.62,-4.3837,1
4670,7187.43,-3860.12,-4.3673,1
4680,7176.97,-3833.72,-4.3656,1
4690,7166.44,-3807.85,-4.3511,1
4700,7155.89,-3782.02,-4.3409,1
4710,7145.48,-3756.12,-4.3331,1
4720,7135.24,-3730.16,-4.3258,1
4730,7125.06,-3704.21,-4.3167,1
4740,7114.94,-3678.7,-4.3063,1
4750,7105.12,-3653.57,-4.3087,1
4760,7095.08,-3629.01,-4.2952,1
4770,7084.42,-3605.25,-4.2684,1
4780,7072.96,-3582.41,-4.2373,1
4790,7060.7,-3560.52,-4.2039,1
4800,7047.73,-3539.67,-4.1713,1
4810,7034.25,-3519.74,-4.142,1
4820,7020.64,-3500.53,-4.1261,1
4830,7007.28,-3481.8,-4.1242,1
4840,6993.91,-3463.75,-4.1015,1
4850,6980.71,-3446.28,-4.0834,1
4860,6967.46,-3428.85,-4.0688,1
4870,6954.54,-3411.89,-4.0552,1
4880,6941.91,-3395.43,-4.0403,1
4890,6929.37,-3379.68,-4.0142,1
4900,6916.84,-3364.72,-3.9841,1
4910,6903.52,-3349.84,-3.9524,1
4920,6889.29,-3335.2,-3.9168,1
4930,6874.11,-3321.03,-3.8777,1
4940,6858.65,-3308.08,-3.8356,1
4950,6842.83,-3296.6,-3.7788,1
4960,6826.03,-3285.79,-3.7346,1
4970,6808.35,-3275.58,-3.6941,1
4980,6790.11,-3265.95,-3.6587,1
4990,6772.16,-3257.08,-3.6284,1
5000,6754.63,-3248.81,-3.6029,1
5010,6737.54,-3241.2,-3.5693,1
5020,6719.95,-3233.5,-3.5497,1
5030,6701.89,-3225.77,-3.53,1
5040,6683.31,-3218.08,-3.508,1
5050,6664.36,-3210.71,-3.4817,1
5060,6645.73,-3204.28,-3.4428,1
5070,6627.42,-3198.96,-3.3986,1
5080,6608.43,-3194.46,-3.3568,1
5090,6588.78,-3190.94,-3.3132,1
5100,6568.97,-3188.54,-3.2697,1
5110,6549.66,-3187.26,-3.227,1
5120,6530.96,-3187.16,-3.1745,1
5130,6511.81,-3187.81,-3.1393,1
5140,6492.24,-3189.02,-3.1097,1
5150,6472.23,-3190.62,-3.0854,1
5160,6452.3,-3192.43,-3.0647,1
5170,6433.03,-3194.34,-3.0459,1
5180,6414.44,-3196.51,-3.0146,1
5190,6395.41,-3198.95,-2.9932,1
5200,6375.98,-3201.76,-2.9686,1
5210,6356.17,-3205.15,-2.9399,1
5220,6336.31,-3209.3,-2.9064,1
5230,6317.26,-3214.2,-2.8675,1
5240,6298.17,-3220.51,-2.8118,1
5250,6279.08,-3228.1,-2.7658,1
5260,6260.36,-3236.83,-2.7202,1
5270,6242.67,-3246.26,-2.6774,1
5280,6225.93,-3256.15,-2.6382,1
5290,6210.22,-3266.44,-2.5926,1
5300,6194.39,-3277.34,-2.5634,1
5310,6178.29,-3288.72,-2.5392,1
5320,6161.94,-3300.48,-2.5172,1
5330,6145.78,-3312.3,-2.4944,1
5340,6130.47,-3324.19,-2.4553,1
5350,6115.66,-3336.41,-2.4203,1
5360,6101.08,-3349.59,-2.3775,1
5370,6087.21,-3363.75,-2.3276,1
5380,6074.74,-3378.33,-2.274,1
5390,6063.9,-3393.37,-2.2073,1
5400,6053.52,-3409.82,-2.1569,1
5410,6043.77,-3427.2,-2.1127,1
5420,6034.6,-3444.98,-2.0765,1
5430,6026.1,-3462.39,-2.0471,1
5440,6018.31,-3479.43,-2.0097,1
5450,6010.47,-3496.96,-1.9863,1
5460,6002.63,-3514.99,-1.9621,1
5470,5994.78,-3533.99,-1.9343,1
5480,5987.71,-3552.69,-1.9004,1
5490,5981.59,-3572.18,-1.8475,1
5500,5976.51,-3592.41,-1.8003,1
5510,5972.66,-3613.31,-1.7494,1
5520,5970.15,-3634.84,-1.6983,1
5530,5968.94,-3656.88,-1.649,1
5540,5968.3,-3679.74,-1.6293,1
5550,5967.71,-3702.99,-1.6265,1
5560,5966.82,-3726.62,-1.6308,1
5570,5965.39,-3750.57,-1.6403,1
5580,5963.27,-3774.86,-1.653,1
5590,5959.79,-3798.33,-1.6994,1
5600,5955.08,-3821.57,-1.7417,1
5610,5949.5,-3844.63,-1.7765,1
5620,5943.42,-3867.53,-1.8037,1
5630,5937.24,-3889.85,-1.8249,1
5640,5931.07,-3911.61,-1.8453,1
5650,5924.76,-3933.75,-1.8621,1
5660,5918.05,-3956.57,-1.8818,1
5670,5911.04,-3978.86,-1.9067,1
5680,5903.48,-4000.38,-1.9385,1
5690,5895.02,-4020.96,-1.9827,1
5700,5885.16,-4041.34,-2.0298,1
5710,5873.82,-4061.39,-2.0785,1
5720,5861.28,-4080.8,-2.1246,1
5730,5848.08,-4099.14,-2.1661,1
5740,5833.93,-4117.23,-2.2035,1
5750,5819.13,-4135.31,-2.23,1
5760,5803.93,-4153.54,-2.2503,1
5770,5788.67,-4171.8,-2.2666,1
5780,5774.07,-4189.21,-2.2826,1
5790,5759.01,-4206.74,-2.3064,1
5800,5743.31,-4224.23,-2.3336,1
5810,5726.86,-4241.25,-2.3682,1
5820,5709.64,-4257.42,-2.4088,1
5830,5691.91,-4272.21,-2.4535,1
5840,5673.72,-4285.51,-2.5034,1
5850,5654.11,-4298.11,-2.5493,1
5860,5633.53,-4309.94,-2.5906,1
5870,5612.64,-4320.96,-2.6251,1
5880,5592.0,-4331.29,-2.6522,1
5890,5571.73,-4341.13,-2.6768,1
5900,5550.75,-4351.24,-2.6955,1
5910,5529.39,-4361.42,-2.7155,1
5920,5507.96,-4371.24,-2.7412,1
5930,5487.19,-4379.9,-2.778,1
5940,5465.63,-4387.57,-2.823,1
5950,5443.24,-4393.89,-2.8754,1
5960,5419.99,-4398.63,-2.9315,1
5970,5396.99,-4401.67,-2.9855,1
5980,5374.38,-4403.41,-3.0343,1
5990,5350.96,-4404.46,-3.0694,1
6000,5327.17,-4405.23,-3.0951,1
6010,5304.1,-4405.95,-3.1159,1
6020,5281.58,-4406.4,-3.1435,1
6030,5258.29,-4406.29,-3.1781,1
6040,5234.77,-4404.95,-3.2258,1
6050,5211.38,-4401.85,-3.2855,1
6060,5187.54,-4397.02,-3.3328,1
6070,5163.63,-4390.76,-3.3722,1
6080,5139.27,-4383.49,-3.4004,1
6090,5114.26,-4376.05,-3.4088,1
6100,5088.68,-4369.45,-3.3913,1
6110,5062.22,-4363.62,-3.3771,1
6120,5035.03,-4358.12,-3.372,1
6130,5007.62,-4352.18,-3.3825,1
6140,4979.84,-4345.08,-3.4013,1
6150,4951.82,-4336.53,-3.4243,1
6160,4923.52,-4326.91,-3.4401,1
6170,4894.65,-4317.14,-3.4396,1
6180,4864.94,-4308.17,-3.4224,1
6190,4834.54,-4300.59,-3.3981,1
6200,4803.34,-4293.93,-3.3812,1
6210,4771.61,-4287.09,-3.3822,1
6220,4739.65,-4278.95,-3.4009,1
6230,4707.72,-4268.75,-3.4355,1
6240,4675.79,-4256.89,-3.4662,1
6250,4643.43,-4244.68,-3.4767,1
6260,4610.14,-4233.62,-3.46,1
6270,4575.87,-4224.08,-3.4352,1
6280,4540.92,-4215.04,-3.4259,1
6290,4505.79,-4204.91,-3.4393,1
6300,4470.57,-4192.72,-3.466,1
6310,4435.41,-4178.94,-3.4861,1
6320,4399.8,-4165.08,-3.4846,1
6330,4363.17,-4152.68,-3.4626,1
6340,4325.57,-4141.8,-3.4439,1
6350,4287.49,-4130.96,-3.4506,1
6360,4249.5,-4118.35,-3.4806,1
6370,4211.74,-4103.25,-3.514,1
6380,4174.23,-4086.42,-3.5348,1
6390,4136.3,-4069.45,-3.5344,1
6400,4097.31,-4053.94,-3.513,1
6410,4057.14,-4040.41,-3.4865,1
6420,4016.44,-4027.74,-3.4747,1
6430,3976.07,-4014.14,-3.4862,1
6440,3936.48,-3998.43,-3.5124,1
6450,3897.71,-3980.75,-3.5418,1
6460,3859.3,-3962.32,-3.5595,1
6470,3820.51,-3944.76,-3.5567,1
