t_ms,pmw_dx_counts,pmw_dy_counts,gyro_z_dps,accel_x_g,accel_y_g,accel_z_g,ir_adc,gt_x_mm,gt_y_mm,gt_heading_deg,gt_speed_mm_s,recon_x_mm,recon_y_mm
6640,4602,-19,87.3761,-0.6314,-0.0012,0.9901,3747,15692.18,21014.62,166.92,3895.5,3206.45,-3650.04
6650,4563,77,109.9469,-0.6371,0.0097,1.0028,4061,15663.29,21021.04,168.02,3863.5,3171.55,-3633.48
6660,4525,142,91.6821,-0.6322,-0.0172,0.9998,4073,15634.83,21026.83,168.93,3831.3,3136.42,-3618.16
6670,4447,154,42.4039,-0.6386,-0.0054,0.9878,3783,15606.97,21032.15,169.35,3766.0,3101.67,-3603.61
6680,4409,117,-17.7898,-0.6435,0.0038,0.998,3901,15579.66,21037.3,169.17,3733.0,3067.31,-3588.98
6690,4329,45,-68.648,-0.6368,-0.0012,0.99,4558,15553.02,21042.55,168.48,3665.9,3033.94,-3573.82
6700,4288,-39,-95.1865,-0.633,0.0177,1.0051,4060,15527.09,21048.05,167.53,3631.9,3001.41,-3557.69
6710,4249,-107,-92.0854,-0.6325,0.0022,1.0217,3856,15501.83,21053.86,166.6,3597.6,2969.71,-3540.68
6720,4166,-138,-63.3955,-0.6338,0.0084,1.007,4135,15477.24,21059.87,165.97,3528.0,2938.98,-3523.33
6730,4125,-149,-53.1042,-0.6429,0.4761,0.9839,4034,15453.35,21065.91,165.43,3492.7,2908.78,-3505.76
6740,4084,-120,-29.5206,-0.6338,0.4891,0.9974,4078,15430.05,21071.78,165.13,3457.0,2878.89,-3488.34
6750,4041,-64,8.143,-0.6216,0.4853,1.0099,4010,15407.32,21077.41,165.21,3421.0,2849.13,-3471.46
6760,3999,2,29.0212,-0.6523,0.4903,1.0024,3915,15385.37,21083.6,165.5,3384.5,2819.36,-3455.33
6770,3952,63,30.9718,-0.6285,0.4652,1.0082,3818,15363.76,21089.35,165.81,3347.7,2789.62,-3440.0
6780,3867,105,37.2248,-0.6297,0.0281,1.001,3823,15342.19,21094.78,166.17,3272.8,2760.26,-3425.49
6790,3820,131,37.4346,-0.6411,0.0076,0.9948,3897,15320.62,21100.0,166.55,3234.7,2731.05,-3411.55
6800,3775,116,0.6563,-0.6489,0.0152,0.9855,4019,15299.35,21105.08,166.55,3196.1,2702.19,-3397.78
6810,3728,79,-34.1004,-0.6236,0.0174,0.9976,3929,15278.68,21110.08,166.2,3157.1,2673.86,-3383.84
6820,3684,28,-60.1502,-0.6452,0.001,1.0073,4304,15258.5,21115.14,165.6,3117.5,2646.17,-3369.48
6830,3636,-26,-75.3683,-0.6428,-0.0018,1.008,4190,15238.3,21120.47,164.84,3077.5,2619.23,-3354.59
6840,3585,-75,-77.5265,-0.6217,-0.0053,0.9992,4545,15217.84,21126.16,164.06,3037.0,2593.07,-3339.19
6850,3540,-106,-63.1662,-0.6288,-0.0043,0.9772,3829,15197.54,21132.09,163.43,2995.8,2567.56,-3323.44
6860,3490,-118,-36.2756,-0.6476,0.002,0.9795,3824,15177.75,21138.05,163.06,2954.2,2542.61,-3307.58
6870,3437,-108,-4.6066,-0.6184,-0.0144,0.9974,4343,15158.32,21143.99,163.01,2911.9,2518.07,-3291.91
6880,3389,-79,27.5021,-0.6505,-0.0014,1.0129,4017,15138.69,21149.94,163.29,2869.0,2493.73,-3276.7
6890,3337,-35,56.3186,-0.6413,-0.0105,0.9864,3997,15118.59,21155.88,163.85,2825.4,2469.48,-3262.19
6900,3284,17,75.6223,-0.6465,0.0043,1.005,4333,15098.08,21161.68,164.6,2781.2,2445.25,-3248.55
6910,3233,63,79.3612,-0.6514,0.0086,1.0168,3976,15077.52,21167.18,165.39,2736.3,2421.04,-3235.79
6920,3179,96,66.431,-0.6393,-0.0088,1.0006,3855,15057.39,21172.3,166.05,2690.6,2396.93,-3223.8
6930,3123,107,42.6351,-0.6386,-0.0097,0.9947,4253,15037.41,21177.18,166.47,2644.1,2373.08,-3212.36
6940,3066,99,13.8684,-0.6411,0.0028,0.9882,3643,15017.09,21182.04,166.61,2596.8,2349.62,-3201.22
6950,3013,101,49.4969,-0.6481,0.266,0.9988,3746,14996.35,21187.01,167.1,2548.6,2326.51,-3190.4
6960,2952,60,18.7734,-0.6359,0.3694,1.0051,4104,14975.55,21192.16,167.29,2499.4,2303.94,-3179.66
6970,2831,15,-1.384,-0.6276,0.3506,1.0118,4293,14955.17,21197.12,167.27,2398.2,2282.43,-3169.08
6980,2771,-24,-6.9282,-0.6279,0.3458,0.9941,4136,14935.16,21201.09,167.2,2345.9,2261.52,-3158.43
6990,2707,-53,1.5467,-0.6529,0.308,1.0033,4210,14915.25,21205.31,167.21,2292.4,2241.22,-3147.78
7000,2644,-40,90.5119,-0.1566,0.7961,0.995,4164,14894.95,21209.83,168.11,2237.7,2221.31,-3137.54
7010,2627,-17,174.8272,-0.0417,0.8089,0.9756,3965,14874.22,21214.57,169.86,2224.8,2201.25,-3127.9
7020,2625,5,213.5555,-0.0251,0.7837,0.9941,4236,14853.15,21219.39,171.99,2222.3,2180.84,-3119.07
7030,2625,40,243.0893,-0.5894,0.8013,1.0013,3785,14832.03,21221.41,174.42,2222.0,2160.01,-3111.32
7040,2563,77,259.1547,-0.6356,0.7539,0.9947,3620,14811.16,21221.8,177.01,2170.6,2139.28,-3104.92
7050,2495,115,267.8713,-0.6356,0.7554,0.9904,3880,14790.15,21221.92,179.68,2112.7,2118.75,-3099.92
7060,2425,160,309.0676,0.4424,0.7838,0.9959,3651,14768.71,21221.75,-177.23,2053.2,2098.52,-3096.39
7070,2476,165,258.315,0.4454,0.7426,1.009,3765,14747.06,21221.34,-174.65,2095.9,2077.7,-3093.91
7080,2524,163,223.7955,-0.1349,0.7711,1.0031,3871,14725.8,21220.06,-172.42,2137.7,2056.38,-3092.3
7090,2510,139,183.582,-0.6395,0.7615,0.9874,4072,14705.49,21215.42,-170.58,2125.5,2035.14,-3091.3
7100,2440,106,150.5879,-0.6323,0.721,1.0026,3774,14685.47,21210.94,-169.08,2066.3,2014.49,-3090.72
7110,2368,81,159.9415,0.4438,0.7896,0.988,3959,14665.17,21206.62,-167.48,2005.4,1994.44,-3090.48
7120,2419,31,110.2816,0.457,0.6451,0.9786,3697,14644.42,21202.49,-166.38,2049.1,1973.96,-3090.36
7130,2473,-2,116.1904,0.4438,0.7092,0.995,4223,14623.6,21198.64,-165.22,2091.9,1953.01,-3090.37
7140,2520,-18,132.2622,0.1964,0.7111,0.9983,3875,14603.89,21192.82,-163.9,2133.8,1931.67,-3090.69
7150,2539,-21,159.0972,-0.6401,0.7364,1.0139,4042,14584.67,21185.77,-162.32,2151.0,1910.18,-3091.51
7160,2473,0,194.8967,-0.6766,0.6876,1.0046,3736,14565.05,21178.59,-160.37,2092.6,1889.29,-3093.06
7170,2452,47,275.0857,0.4434,0.732,0.9958,4222,14545.0,21171.16,-157.62,2075.6,1868.7,-3095.73
7180,2501,72,267.7496,0.4386,0.7443,0.9863,4122,14524.92,21163.5,-154.95,2117.8,1847.89,-3099.67
7190,2550,110,274.6203,-0.3167,0.7573,1.0042,3725,14505.53,21155.42,-152.21,2159.2,1826.97,-3105.0
7200,2518,138,264.7737,-0.6486,0.7474,1.0151,3718,14488.44,21144.07,-149.56,2131.4,1806.65,-3111.47
7210,2448,154,248.3597,-0.6428,0.7042,0.9933,3970,14471.47,21132.52,-147.08,2072.4,1787.26,-3118.79
7220,2374,171,261.251,0.4405,0.8051,0.9985,4562,14454.25,21120.59,-144.47,2011.7,1768.83,-3126.85
7230,2426,144,194.7011,0.4378,0.6929,0.9835,3775,14436.79,21108.44,-142.53,2055.2,1750.28,-3135.69
7240,2476,119,161.6209,0.4493,0.7185,1.006,4017,14419.28,21096.34,-140.91,2097.9,1731.56,-3145.14
7250,2528,82,132.4648,0.3834,0.763,1.0038,3662,14403.39,21082.98,-139.59,2139.7,1712.57,-3155.02
7260,2568,44,116.0131,-0.6387,0.7761,1.0,4288,14388.82,21068.62,-138.44,2175.0,1693.36,-3165.2
7270,2499,10,116.2222,-0.6284,0.7549,1.0103,3576,14373.96,21054.36,-137.28,2117.2,1674.73,-3175.23
7280,2430,0,159.3248,0.4359,0.7944,0.9882,4464,14358.6,21039.98,-135.69,2057.8,1656.77,-3185.28
7290,2480,-19,155.212,0.4566,0.7053,1.0116,4069,14342.8,21025.46,-134.14,2100.4,1638.66,-3195.92
7300,2529,-8,189.8995,0.4431,0.7361,0.9945,4056,14326.96,21010.97,-132.24,2142.2,1620.56,-3207.38
7310,2578,17,219.2449,-0.4016,0.7615,0.9997,4034,14314.42,20994.26,-130.05,2183.1,1602.64,-3219.86
7320,2535,52,242.9955,-0.6318,0.7291,1.005,3954,14302.18,20977.58,-127.62,2146.7,1585.69,-3233.03
7330,2466,107,298.7109,-0.6481,0.6936,0.995,4036,14289.94,20960.49,-124.64,2088.1,1570.09,-3246.9
7340,2395,132,278.5881,0.4487,0.7915,1.0028,3780,14277.7,20942.87,-121.86,2027.8,1555.79,-3261.29
7350,2447,155,267.0463,0.4404,0.7072,1.0065,3712,14265.64,20925.04,-119.19,2071.1,1542.05,-3276.8
7360,2495,164,235.9088,0.3651,0.7388,1.0011,4172,14255.73,20906.52,-116.83,2113.4,1528.83,-3293.29
7370,2466,150,197.0984,-0.6475,0.7109,0.9929,4031,14248.0,20887.53,-114.86,2089.0,1516.34,-3310.03
7380,2398,123,163.8795,0.4319,0.785,1.0097,3821,14240.29,20868.66,-113.23,2028.8,1504.59,-3326.59
7390,2448,103,168.2369,0.458,0.6989,0.9934,4178,14232.29,20849.48,-111.55,2072.0,1492.92,-3343.73
7400,2499,54,119.6854,0.4439,0.7429,1.0111,4051,14223.92,20830.05,-110.35,2114.3,1481.16,-3361.32
7410,2545,16,115.0668,-0.2248,0.7563,0.9881,4144,14215.34,20810.85,-109.21,2155.8,1469.29,-3379.3
7420,2522,-9,122.8748,-0.6347,0.7496,0.9877,4045,14209.98,20791.05,-107.98,2136.2,1457.71,-3397.25
7430,2454,-19,145.3963,-0.6401,0.7169,1.0204,4217,14204.86,20771.09,-106.53,2077.4,1446.74,-3414.9
7440,2382,5,216.8583,0.4405,0.7796,0.9937,4223,14199.51,20750.69,-104.36,2016.8,1436.71,-3432.41
7450,2434,14,218.6245,0.4535,0.672,0.9915,4161,14194.07,20729.88,-102.18,2060.2,1427.23,-3450.72
7460,2483,48,250.1414,0.4279,0.7305,0.9919,4112,14188.77,20708.98,-99.68,2102.8,1418.57,-3469.88
7470,2534,85,265.476,-0.0323,0.7569,1.0051,4285,14185.34,20688.25,-97.03,2144.5,1410.9,-3489.91
7480,2532,120,266.9311,-0.6452,0.7565,0.9963,4182,14184.64,20667.5,-94.36,2142.5,1404.45,-3510.36
7490,2461,146,260.2508,-0.6311,0.7033,1.0058,4119,14184.21,20646.55,-91.76,2083.8,1399.33,-3530.56
7500,2391,174,280.5808,0.4518,0.8012,0.9915,4257,14184.0,20625.2,-88.96,2023.4,1395.51,-3550.45
7510,2441,160,220.3813,0.4399,0.7267,0.9927,4131,14183.91,20603.75,-86.76,2066.7,1392.44,-3570.9
7520,2491,137,182.7524,0.448,0.7366,1.0151,4062,14183.82,20582.66,-84.93,2109.1,1389.89,-3591.84
7530,2542,105,147.9578,0.1154,0.7872,1.0159,4031,14187.14,20562.41,-83.46,2150.7,1387.67,-3613.26
7540,2552,67,125.801,-0.6409,0.7844,0.9919,3661,14190.75,20542.4,-82.2,2161.0,1385.66,-3634.77
7550,2483,38,143.3235,-0.636,0.757,0.9896,3930,14194.15,20522.03,-80.77,2102.8,1383.93,-3655.72
7560,2414,0,123.0769,0.4387,0.8013,0.994,3795,14197.35,20501.16,-79.54,2043.0,1382.43,-3676.11
7570,2463,-18,136.3281,0.4598,0.6783,0.9986,3906,14200.36,20479.89,-78.18,2085.9,1381.21,-3696.93
7580,2562,-18,166.2046,-0.3789,0.766,0.997,4040,14204.41,20459.08,-76.52,2169.2,1380.49,-3718.62
7590,2522,0,195.3855,-0.6312,0.7185,0.9987,3493,14210.87,20439.43,-74.57,2133.8,1380.57,-3739.99
7600,2451,31,225.615,-0.6496,0.6802,1.003,4040,14217.43,20419.81,-72.32,2074.9,1381.61,-3760.72
7610,2378,86,294.218,0.4455,0.7867,1.0173,3913,14224.34,20399.79,-69.38,2014.2,1383.88,-3780.72
7620,2431,118,285.1424,0.439,0.7169,0.9873,4209,14231.64,20379.52,-66.53,2057.7,1387.52,-3800.98
7630,2481,147,279.9286,0.4651,0.7495,0.9942,3885,14239.19,20359.44,-63.73,2100.3,1392.5,-3821.39
7640,2531,163,254.4891,-0.5379,0.7863,1.006,4021,14249.75,20341.4,-61.19,2142.1,1398.69,-3841.92
7650,2473,159,220.9291,-0.646,0.7411,0.9828,4119,14260.97,20324.18,-58.99,2093.4,1405.59,-3861.69
7660,2403,145,203.7249,0.4484,0.8031,0.993,4096,14272.27,20306.9,-56.95,2033.3,1412.93,-3880.68
7670,2453,118,166.8737,0.4151,0.7096,1.0009,3854,14283.71,20289.24,-55.29,2076.4,1420.87,-3899.88
7680,2503,74,123.1839,0.4628,0.697,1.0119,4003,14295.19,20271.15,-54.06,2118.6,1429.16,-3919.38
7690,2552,35,111.2493,0.0285,0.7498,1.0002,3754,14307.34,20253.46,-52.95,2160.0,1437.73,-3939.21
7700,2556,0,112.8232,-0.6397,0.7371,0.9989,4195,14321.42,20237.53,-51.82,2163.1,1446.43,-3959.03
7710,2485,-19,130.5207,-0.6423,0.6928,1.0124,3860,14335.32,20221.39,-50.52,2105.0,1455.12,-3978.2
7720,2415,3,206.2176,0.437,0.7931,1.0068,4237,14349.37,20204.85,-48.46,2045.2,1464.17,-3996.55
7730,2465,7,215.7201,0.4468,0.7246,0.9944,3931,14363.42,20188.23,-46.31,2088.1,1474.12,-4014.91
7740,2553,33,244.2165,-0.2911,0.7883,0.9833,4090,14377.21,20172.06,-43.87,2160.2,1485.35,-4033.38
7750,2520,68,261.2954,-0.6393,0.7844,1.0008,4041,14393.1,20159.08,-41.26,2132.8,1497.45,-4050.95
7760,2451,104,272.2798,-0.6572,0.7454,0.9956,3974,14409.53,20146.78,-38.54,2073.8,1510.23,-4067.31
7770,2378,146,300.2219,0.4347,0.7793,0.9761,3790,14426.5,20134.43,-35.54,2013.1,1523.64,-4082.32
7780,2428,159,261.9029,0.458,0.6851,0.9944,4142,14443.96,20122.04,-32.92,2056.7,1538.18,-4096.86
7790,2478,162,227.464,0.4481,0.6933,1.0021,4066,14461.85,20109.57,-30.65,2099.3,1553.69,-4111.01
7800,2528,148,194.6854,0.2022,0.7385,0.9978,3784,14480.85,20098.24,-28.71,2141.1,1569.97,-4124.92
7810,2552,117,160.5187,-0.6356,0.7532,1.0106,4268,14501.51,20088.93,-27.1,2159.3,1586.69,-4138.62
7820,2483,76,133.4665,-0.6494,0.7042,1.0024,3864,14522.41,20079.25,-25.77,2101.1,1603.1,-4151.75
7830,2409,48,161.5691,0.4552,0.8086,1.0135,3880,14543.54,20069.1,-24.16,2041.2,1619.19,-4164.3
7840,2513,4,141.4032,0.4397,0.7254,0.9977,3787,14564.93,20058.42,-22.75,2126.2,1636.1,-4177.21
7850,2561,-12,173.1912,-0.2769,0.7667,1.0248,4010,14587.31,20048.94,-21.02,2167.5,1653.6,-4190.03
7860,2529,0,219.7438,-0.6504,0.75,1.0117,3771,14611.11,20041.92,-18.83,2142.2,1671.32,-4202.07
7870,2461,51,302.455,-0.6662,0.7104,1.0097,4107,14635.4,20034.82,-15.81,2083.5,1689.24,-4212.72
7880,2439,89,316.1438,0.4494,0.6902,1.0043,3858,14660.21,20027.84,-12.65,2066.4,1707.67,-4222.03
7890,2490,138,337.3919,0.4592,0.7327,0.9995,3891,14685.61,20021.12,-9.27,2108.8,1727.16,-4230.09
7900,2541,176,333.3201,0.3352,0.766,1.0048,3913,14712.14,20018.9,-5.95,2150.4,1747.59,-4236.83
7910,2509,186,300.3417,-0.0509,0.7971,1.0165,4121,14739.23,20017.86,-2.95,2124.0,1768.14,-4242.23
7920,2503,180,282.5732,0.4332,0.7826,1.0039,4079,14766.74,20016.95,-0.12,2119.0,1788.89,-4246.59
7930,2550,123,200.2114,0.4273,0.7694,0.9936,3815,14794.59,20015.87,1.88,2160.4,1810.12,-4250.53
7940,2532,68,165.5866,-0.6458,0.759,1.0028,3875,14822.75,20017.53,3.53,2143.6,1831.25,-4254.18
7950,2462,22,162.4671,-0.6568,0.705,1.0092,4145,14851.3,20021.05,5.15,2084.9,1851.83,-4257.52
7960,2442,15,227.8058,0.4369,0.697,0.9737,3923,14880.31,20024.15,7.43,2067.8,1872.33,-4260.28
7970,2494,16,251.7629,0.4594,0.7317,1.0045,3673,14909.59,20027.05,9.94,2110.2,1893.36,-4262.23
7980,2589,61,317.3547,0.3836,0.7617,1.0078,3798,14938.23,20033.2,13.11,2192.6,1915.28,-4262.85
7990,2630,123,366.5025,0.4632,0.8085,0.9868,3775,14966.55,20042.11,16.77,2226.6,1937.52,-4261.67
8000,2722,142,276.0323,0.448,0.219,1.0077,4157,14995.09,20051.67,19.53,2304.8,1960.4,-4258.9
8010,2768,130,146.376,0.4454,0.2072,0.9922,3813,15023.83,20061.86,20.99,2342.9,1983.55,-4255.19
8020,2856,119,82.972,0.4463,0.2324,1.0107,4267,15052.22,20073.27,21.82,2417.3,2007.36,-4250.93
8030,2898,66,12.909,0.4555,0.2344,1.0091,4165,15080.49,20084.94,21.95,2453.7,2031.55,-4246.79
8040,2983,-22,-86.4252,0.4359,0.0033,1.0168,3914,15108.93,20096.21,21.08,2524.8,2056.57,-4243.35
8050,3024,-88,-111.0184,0.438,-0.0242,0.9939,4019,15137.7,20106.97,19.96,2559.7,2082.05,-4240.84
8060,3104,-164,-197.1894,0.4421,0.6005,1.0036,4114,15166.31,20117.13,17.99,2628.0,2108.31,-4239.52
8070,3145,-154,-157.1856,0.4542,0.6221,1.0025,3776,15194.38,20126.86,16.42,2661.4,2134.95,-4238.95
8080,3223,-102,-90.3766,0.4356,0.6531,1.0059,3922,15222.76,20134.19,15.51,2727.2,2162.24,-4238.54
8090,3259,-31,-46.0636,0.4622,0.6807,1.0066,3859,15251.13,20141.36,15.04,2759.5,2189.82,-4237.88
8100,3335,74,73.7146,0.451,0.0141,1.0181,3810,15279.39,20149.07,15.78,2822.9,2218.02,-4236.33
8110,3372,124,76.7041,0.4306,-0.0201,1.0015,4099,15307.78,20157.32,16.54,2854.1,2246.48,-4233.97
8120,3443,69,-104.2195,0.3383,0.7787,1.0016,3769,15336.52,20165.93,15.5,2915.5,2275.58,-4232.0
8130,3468,-3,-208.959,-0.0149,0.7866,1.0128,4464,15365.6,20174.54,13.4,2937.3,2304.94,-4231.37
8140,3469,-79,-255.9671,0.0139,0.8105,0.9996,4084,15395.13,20180.18,10.84,2937.5,2334.29,-4232.56
8150,3471,-151,-264.9779,0.4493,0.806,0.9815,3799,15424.86,20184.57,8.19,2939.0,2363.52,-4235.68
8160,3541,-141,-109.9484,0.4488,0.0028,0.9996,3664,15454.65,20188.46,7.09,2998.7,2393.22,-4239.82
8170,3578,-116,-14.9805,0.4315,0.0023,1.0048,3803,15484.73,20192.13,6.93,3028.1,2423.22,-4244.17
8180,3613,-101,-68.7113,-0.0168,0.8022,0.9983,3919,15515.16,20195.94,6.24,3058.2,2453.49,-4248.61
8190,3612,-27,-43.2608,-0.01,0.8118,1.0104,3742,15545.54,20200.2,5.81,3057.0,2483.79,-4252.75
8200,3611,45,-35.3097,0.0018,0.7825,1.0099,3847,15575.82,20202.31,5.45,3057.3,2514.14,-4256.48
8210,3611,77,-70.8161,0.4684,0.8062,0.9987,4044,15606.05,20204.57,4.74,3058.7,2544.49,-4260.22
8220,3607,110,-2.8876,-0.6404,0.0049,0.9831,4360,15636.05,20207.05,4.71,3053.5,2574.83,-4263.9
8230,3558,53,-55.5165,-0.6223,-0.005,1.0037,3938,15665.46,20209.35,4.15,3012.6,2604.66,-4268.12
8240,3461,-76,-238.6177,-0.0141,0.7937,0.9987,3966,15694.33,20211.21,1.76,2929.1,2633.38,-4273.92
8250,3459,-142,-250.5905,0.0044,0.8046,1.0122,3902,15722.57,20212.51,-0.75,2927.9,2661.68,-4281.47
8260,3458,-176,-218.7657,0.0032,0.7924,1.0063,3932,15750.21,20210.84,-2.94,2927.6,2689.55,-4290.47
8270,3461,-169,-164.3246,0.4369,0.7982,1.0113,4219,15777.13,20208.47,-4.59,2930.0,2717.15,-4300.37
8280,3495,-99,-21.2532,0.4626,0.2431,0.9771,4171,15803.43,20206.17,-4.8,2960.0,2745.02,-4310.34
8290,3533,-19,73.4568,0.4453,0.0011,1.0066,3902,15829.16,20204.16,-4.07,2989.8,2773.44,-4319.67
8300,3594,30,53.4168,-0.621,0.5865,1.0005,3722,15854.25,20202.57,-3.54,3042.7,2802.58,-4328.44
8310,3545,53,-35.7364,-0.0226,0.7958,0.9938,4177,15878.71,20201.42,-3.9,3001.7,2831.41,-4336.81
8320,3543,79,-60.3835,0.0042,0.7998,1.0241,3874,15902.62,20200.6,-4.5,3000.5,2860.23,-4345.2
8330,3543,76,-96.8717,0.0041,0.809,0.9937,3638,15925.74,20197.92,-5.47,3000.3,2888.92,-4353.98
8340,3545,49,-134.6269,0.0371,0.8008,1.0068,3472,15948.24,20194.94,-6.82,3001.0,2917.38,-4363.55
8350,3546,10,-142.5257,0.4426,0.8059,1.0114,4392,15970.12,20191.88,-8.25,3002.5,2945.49,-4374.11
8360,3615,-8,-73.9906,0.4461,-0.0052,0.9861,4084,15991.31,20188.67,-9.0,3061.0,2973.86,-4385.6
8370,3650,-60,-77.3505,-0.1886,0.0055,1.0051,4235,16011.84,20185.28,-9.77,3089.8,3002.18,-4397.97
8380,3635,-114,-106.731,-0.6282,0.6611,0.9985,3857,16031.73,20181.73,-10.84,3077.4,3030.0,-4411.16
8390,3586,-152,-139.9443,-0.0093,0.8059,0.9996,4016,16050.98,20178.1,-12.25,3036.9,3057.02,-4425.03
8400,3583,-154,-110.3312,0.0111,0.789,1.0014,4527,16069.6,20174.48,-13.35,3035.8,3083.69,-4439.51
8410,3585,-137,-80.083,-0.0225,0.7884,0.9857,4108,16087.46,20170.45,-14.16,3035.8,3110.2,-4454.33
8420,3583,-106,-53.6027,-0.0599,0.7935,1.0095,4117,16104.41,20165.37,-14.69,3035.7,3136.63,-4469.23
8430,3580,-68,-34.5811,-0.6447,0.7841,1.0041,4461,16121.26,20160.46,-15.04,3031.2,3163.08,-4484.04
8440,3532,-25,-22.9815,-0.639,0.7701,0.9962,3869,16138.45,20155.63,-15.28,2990.0,3189.27,-4498.48
8450,3482,50,60.2369,-0.6161,0.1307,0.9964,4086,16156.03,20150.91,-14.68,2948.2,3215.41,-4512.11
8460,3431,85,62.2696,-0.6308,-0.0164,1.0222,4060,16173.69,20146.4,-14.06,2905.9,3241.45,-4525.01
8470,3381,105,46.2549,-0.6188,-0.0008,0.9956,4351,16191.0,20142.14,-13.6,2862.9,3267.31,-4537.3
8480,3330,91,-31.4364,-0.6403,0.6289,0.9978,4059,16207.88,20138.1,-13.92,2819.2,3292.78,-4549.43
8490,3279,67,-86.8751,-0.6139,0.7157,1.0002,3914,16224.73,20134.11,-14.79,2774.9,3317.66,-4561.76
8500,3279,46,-113.5545,-0.6306,0.7013,0.9837,4083,16242.06,20129.97,-15.92,2774.9,3342.25,-4574.67
8510,3223,12,-138.5064,-0.6193,0.6882,1.0043,3854,16259.67,20125.18,-17.31,2729.9,3366.01,-4588.1
8520,3170,-32,-158.3678,-0.6374,0.6586,1.0249,4114,16277.17,20118.64,-18.9,2684.1,3388.84,-4602.22
8530,3114,-76,-167.2474,-0.6478,0.6433,0.9971,3862,16294.77,20111.83,-20.57,2637.5,3410.67,-4617.01
8540,3060,-106,-159.1844,-0.6381,0.6136,0.9868,3631,16312.04,20104.91,-22.17,2590.0,3431.54,-4632.36
8550,3001,-94,-52.2304,-0.6399,0.0722,0.987,3980,16329.04,20097.89,-22.69,2541.7,3451.72,-4647.81
8560,2943,-100,-31.8064,-0.6353,0.0039,0.9963,4082,16346.18,20090.66,-23.02,2492.4,3471.36,-4663.16
8570,2883,-91,-5.8151,-0.6438,0.0065,0.9769,3914,16363.52,20083.27,-23.08,2442.2,3490.57,-4678.24
8580,2824,-57,57.0702,-0.6349,0.2127,0.9875,4260,16380.66,20076.0,-22.51,2390.9,3509.58,-4692.76
8590,2762,-25,84.7382,-0.6454,0.2095,1.0109,4149,16397.35,20069.03,-21.66,2338.4,3528.47,-4706.55
8600,2698,8,98.1913,-0.6408,0.2044,1.0009,4078,16413.63,20062.4,-20.68,2284.8,3547.28,-4719.51
8610,2634,43,105.4853,-0.632,0.2231,0.9857,3754,16430.07,20056.36,-19.63,2229.8,3566.03,-4731.6
8620,2633,72,107.2117,-0.6454,0.2117,1.0073,4327,16447.18,20050.76,-18.56,2229.8,3585.11,-4743.13
8630,2568,94,99.2398,-0.6441,0.202,1.0086,3617,16464.77,20045.21,-17.57,2173.5,3604.02,-4753.86
8640,2498,155,223.4859,-0.6278,0.5724,1.0033,4068,16482.84,20039.68,-15.34,2115.7,3622.88,-4763.45
8650,2429,151,200.7975,-0.6378,0.7616,1.0135,4145,16501.08,20034.19,-13.34,2056.3,3641.56,-4772.08
8660,2356,131,171.8455,-0.6588,0.7058,1.0013,4064,16519.15,20028.73,-11.62,1995.0,3659.9,-4779.96
8670,2282,103,146.5706,-0.6429,0.6621,0.9917,3709,16537.72,20025.67,-10.16,1931.9,3677.79,-4787.26
8680,2202,72,128.4563,-0.623,0.6176,1.0085,4325,16556.7,20023.76,-8.88,1866.6,3695.14,-4794.09
8690,2127,44,130.9119,-0.648,0.5874,0.9839,3999,16575.53,20021.65,-7.57,1799.0,3711.96,-4800.53
8700,2043,52,209.5946,0.4526,0.8041,1.0006,4058,16593.82,20019.37,-5.48,1728.7,3728.27,-4806.29
8710,2102,-3,122.5236,0.4498,0.5555,1.0027,4230,16611.53,20016.97,-4.26,1779.1,3745.12,-4812.03
8720,2158,-13,137.3135,0.1206,0.5948,0.9983,3881,16628.83,20014.48,-2.89,1828.3,3762.52,-4817.63
8730,2176,-9,159.281,-0.6221,0.6162,1.0034,4067,16646.18,20014.54,-1.3,1841.8,3780.21,-4822.81
8740,2096,7,187.7302,-0.6572,0.561,1.0023,4122,16664.01,20015.6,0.58,1773.2,3797.4,-4827.22
8750,2094,32,219.1012,-0.6343,0.5508,0.9922,3945,16682.36,20016.76,2.76,1773.2,3814.76,-4830.85
8760,2010,105,351.4629,0.4528,0.7822,1.0023,4313,16701.08,20018.1,6.28,1701.9,3831.63,-4833.13
8770,2070,90,253.6157,0.4315,0.553,1.0048,4056,16719.62,20019.63,8.81,1753.1,3849.1,-4834.51
8780,2130,117,254.0744,0.459,0.5846,0.9995,4179,16738.02,20021.38,11.35,1802.9,3867.13,-4834.91
8790,2184,136,249.612,0.4594,0.6266,0.9987,3841,16756.07,20026.38,13.84,1851.4,3885.62,-4834.34
8800,2241,150,234.9632,-0.1804,0.6378,0.9921,3732,16774.19,20032.47,16.19,1898.6,3904.54,-4832.83
8810,2217,160,242.7499,-0.6466,0.7265,1.0059,4095,16792.19,20038.64,18.61,1878.2,3923.17,-4830.47
8820,2139,153,240.7585,0.4489,0.8007,1.0012,3767,16809.68,20044.65,21.01,1811.0,3941.04,-4827.48
8830,2195,105,139.2279,0.4538,0.6035,1.0033,4045,16826.59,20050.39,22.41,1859.2,3959.31,-4824.06
8840,2250,78,117.9349,-0.4385,0.6176,0.9901,3987,16843.12,20055.86,23.58,1906.3,3978.0,-4820.35
8850,2200,48,106.5498,-0.6413,0.594,0.9799,4188,16858.52,20063.93,24.64,1861.8,3996.24,-4816.58
